name,type,latitude,longitude
Indy Fresh Market,supermarket,39.8258678,-86.0604185
Unknown,hospital,39.9024158,-86.0382493
Unknown,hospital,39.9042024,-86.0388045
Unknown,hospital,39.9035961,-86.040878
Unknown,park,39.7750298,-86.0884735
St Clair Pocket Park,park,39.777836,-86.1211115
Unknown,park,39.774296,-86.1375616
University of Indianapolis Police Department,police,39.7094216,-86.1397463
Bicentennial Unity Plaza,park,39.7651554,-86.1557035
Doris Cowherd Park,park,39.8307192,-86.0773483
KinderCare,kindergarten,39.9132144,-86.2611072
Mid-North Greenspace,park,39.814243,-86.1583814
29th and Capitol Park,park,39.8085356,-86.1610513
Cummins Meadow,park,39.7675864,-86.1517549
Pogue's Run Art and Nature Park,park,39.7991006,-86.0947872
Dequincy Park,park,39.7936107,-86.0884257
Unknown,park,39.7808553,-86.1222871
St Clair Place Community Park,park,39.7771979,-86.1240605
Miracle Place Park,park,39.7805223,-86.1181878
Unknown,park,39.7936386,-86.129881
John Ed Park,park,39.7938398,-86.1257017
Unity Park,park,39.7937385,-86.1241602
Unknown,park,39.793306,-86.124223
Shawn Grove Park,park,39.7857269,-86.1517902
Fall Creek Place Arboretum,park,39.7997969,-86.1468005
Fall Creek Place Park,park,39.8040833,-86.1493884
Hot Shot Tot Lot,park,39.7558431,-86.1413237
St Philip Neri Pocket Park,park,39.7763408,-86.1172752
Windsor Village Park,park,39.8042938,-86.0552178
Eva C. Talley Park,park,39.8256468,-86.0677247
Roselawn Park,park,39.8286759,-86.0866161
Highwoods Park,park,39.845195,-86.1901126
Fox Hill Manor Park,park,39.8627539,-86.1908332
Juan Solomon Park,park,39.866487,-86.1849404
WISH Park,park,39.8879787,-86.2055371
Kitley Woods,park,39.7348413,-85.9604693
Wright's Fields,park,39.7500855,-85.9544486
Stable Chase Nature Sanctuary,park,39.7518503,-85.9656638
Kitley and Troy Park,park,39.7286507,-85.9635088
Wolf Run Park,park,39.7002033,-85.9914616
Griffin Woods,park,39.6573319,-86.2843484
Cloverleaf Conservation Area,park,39.7622077,-86.3102138
McCord Park,park,39.8215754,-86.1472941
Mapleton Park,park,39.8179322,-86.1464472
Pride Park,park,39.7514919,-86.1088732
Jake Greene Park,park,39.7902389,-86.0266582
Raymond Park,park,39.7375976,-86.0177568
Bellamy Park,park,39.8231419,-85.9991802
Pennsy Trail Park,park,39.77139,-85.9785419
Pocket Park,park,39.8142766,-86.1611556
Colorado and 29th Park,park,39.8074063,-86.0950028
Brightwood Park,park,39.8008248,-86.107464
Boulevard Station,park,39.8258481,-86.1402181
Patricia Park,park,39.8119179,-86.2343146
Unknown,school,39.8339499,-86.0566535
Unknown,school,39.8845468,-86.1835181
Unknown,school,39.8342672,-86.1108012
Unknown,school,39.8700435,-86.1727741
Unknown,school,39.8910593,-86.1917434
Unknown,school,39.8002888,-86.0657061
Unknown,school,39.8848303,-86.1165951
Unknown,school,39.8564288,-86.0964268
Unknown,school,39.8097172,-86.0708762
Ernie Pyle Elementary School,school,39.7892923,-86.2147481
Unknown,school,39.7510791,-86.2782328
Unknown,school,39.6516603,-86.1500769
Unknown,school,39.8052398,-86.021511
Unknown,school,39.8072519,-86.0214888
Pathways to Peace Garden,park,39.7723792,-86.1630923
Highway Parcel 15,park,39.8124049,-86.1781067
Unknown,park,39.7749704,-86.3172838
Chapel Glen Club,park,39.7754056,-86.3170521
Unknown,park,39.7948409,-86.3021717
Unknown,park,39.7950502,-86.2986275
Canal Walk,park,39.769141,-86.1662577
Canal Walk,park,39.7696177,-86.1654094
Canal Walk,park,39.7707691,-86.1651022
Canal Walk,park,39.777552,-86.1643521
Unknown,park,39.7771051,-86.1646181
Canal Walk,park,39.7775279,-86.1653283
Canal Walk,park,39.7697281,-86.1660682
Unknown,prison,39.8015496,-86.2930878
Unknown,school,39.7063323,-86.1262971
Unknown,school,39.6834483,-86.1161733
Unknown,school,39.7166627,-86.1321271
Unknown,school,39.7425509,-86.0888067
Unknown,school,39.6703366,-86.141875
Unknown,school,39.6885933,-86.1658358
Unknown,school,39.7983906,-85.9823639
Unknown,school,39.6770329,-86.1379513
Unknown,school,39.7999496,-86.1475147
Springdale Community Park,park,39.7859324,-86.1246514
Unknown,school,39.6667275,-86.1325665
Unknown,school,39.738401,-86.1101622
Unknown,school,39.748136,-86.1277867
Unknown,school,39.7270742,-86.2445115
Willard Pocket Park,park,39.7704157,-86.1278364
West Union Cemetery,grave_yard,39.8092812,-86.2167771
Unknown,park,39.6702418,-86.1896163
Ruth Shaw Park,park,39.7800072,-86.117239
Unknown,park,39.7795438,-86.1222542
Triangle Park,park,39.7838441,-86.1276426
Pleasant Hill Cemetery,grave_yard,39.9052777,-86.291964
Covenant Christian High School,school,39.7928263,-86.2933584
Saint Joan of Arc School,school,39.8327419,-86.1483068
Pogue Cemetery,grave_yard,39.8406051,-86.0833396
Banta Cemetery,grave_yard,39.6710785,-86.1799312
Freeman Cemetery,grave_yard,39.7336,-85.9615456
Fall Creek Greenway,park,39.8060367,-86.1537092
Englewood CDC Playspace,park,39.7705088,-86.1161015
Etz Chaim Cemetery,grave_yard,39.7348561,-86.1677507
B'nai Torah Cemetery,grave_yard,39.7353602,-86.1674909
Knesses Israel Cemetery,grave_yard,39.7350536,-86.162302
United Heebrew Congregation Cemetery,grave_yard,39.7350522,-86.1624616
Knesses Israel Cemetery,grave_yard,39.73505,-86.1627084
Etz Chaim Cemetery,grave_yard,39.7350482,-86.1629418
Ohev Zedeck Cemetery,grave_yard,39.7350452,-86.1632575
Congregation Esras Achem Cemetery,grave_yard,39.7350415,-86.1636821
Sharia Tefilo Cemetery,grave_yard,39.7352506,-86.1618826
Indianapolis Hebrew Congregation Cemetery,grave_yard,39.7353728,-86.1606355
Fall Creek Cemetery,grave_yard,39.832157,-86.117559
Sutherland Park Cemetery,grave_yard,39.831725,-86.1188851
Town Run Trail Park,park,39.9176857,-86.0848928
Irvington Circle,park,39.7664183,-86.070262
Indiana World War Memorial Plaza,park,39.7746391,-86.156909
Heritage Christian School,school,39.8887764,-86.0589372
Woolens Gardens Natural Resource Area,park,39.8637668,-86.0530289
Unknown,park,39.7293033,-86.0283668
Skiles Test Nature Park,park,39.8718927,-86.0508109
Arlington High School,school,39.844239,-86.0623213
Skiles Test Elementary School,school,39.8820685,-86.0493623
Fort Harrison State Park,park,39.8693794,-86.0196097
Allisonville Elementary School,school,39.8993222,-86.0873946
Unknown,park,39.905372,-86.1101066
Unknown,school,39.8959006,-86.105122
South Street Square Park,park,39.7606399,-86.1519867
Lawrence North High School,school,39.8957019,-86.037481
Community Hospital North,hospital,39.8993172,-86.0416812
Winding Ridge Elementary School,school,39.8397735,-85.9553125
Crestview Elementary School,school,39.8846147,-86.0344164
Irvington Community Middle School,school,39.7752502,-86.0626593
Charles W Fairbanks Elementary School,school,39.8311894,-86.0162638
John Marshall Junior High School,school,39.824482,-85.9884144
Unknown,hospital,39.8247683,-86.0013359
Dubarry Park,park,39.820467,-86.0162127
Tindley Summit Academy,school,39.8233511,-86.0154927
Grassy Creek Park,park,39.8135904,-85.9786963
Andrew J. Brown Academy,school,39.8222892,-85.9733832
Unknown,school,39.8193628,-86.0421592
Cathedral High School,school,39.8517573,-86.0795993
Unknown,school,39.8338029,-86.0852953
Francis Scott Key Elementary School,school,39.8290266,-86.001718
Unknown,school,39.8666875,-86.0919401
Gardner Park,park,39.8394089,-86.049145
Unknown,school,39.7828244,-86.293309
Eisenhower Elementary School,school,39.7367136,-90.2676221
Franklin Elementary School,school,39.7281027,-90.2251207
Illinois School for the Visually Impaired,school,39.7344809,-90.2172931
MacMurray College,school,39.730665,-90.2236533
Lincoln Elementary School,school,39.7419727,-90.2323753
Our Savior Parish School,school,39.7336582,-90.222065
Washington Elementary School,school,39.730047,-90.2356768
Routt High School,school,39.7328249,-90.2217873
Mental Health and Development Center,hospital,39.7198472,-90.2354551
Kiwanis Park,park,39.7397694,-90.2159537
Jacksonville Historic District,park,39.7342829,-90.229157
Lon Morris College,school,31.9548893,-95.2763376
Trade School,school,31.9704445,-95.270782
Grimes Cemetery,grave_yard,31.9982214,-95.2713378
West Side Elementary,school,31.9585622,-95.2844088
Lake Jacksonville Park,park,31.9217663,-95.2903793
Quaker Cemetery,grave_yard,42.4956277,-76.6143901
Coastal Carolina Community College,school,34.7723849,-77.3860727
Onslow Academy,school,34.7812737,-77.3827392
Johnson Primary School,school,34.6901947,-77.358649
Tarawa Terrace Elementary School,school,34.7323853,-77.3782946
Lejeune High School,school,34.7143581,-77.357918
Jacksonville Junior High School,school,34.7512746,-77.4257969
Walter M Thompson Elementary School,school,34.7484969,-77.4288526
Central School,school,30.3294061,-81.6514842
Edgewood Park,park,30.3513236,-81.7193372
Ephesus Junior Academy,school,30.3773286,-81.7095541
Forest Hill School,school,30.3913496,-81.7053765
Fort Caroline National Memorial,park,30.3861383,-81.4975448
Holy Rosary School,school,30.3699612,-81.6612075
Joseph Stilwell Military Academy of Leadership,school,30.3077944,-81.778243
Modesky Park,park,30.3577406,-81.4245306
Morning Star School,school,30.324962,-81.5878702
Muncillia House,park,30.4094194,-81.4310986
Rain Cemetery,grave_yard,30.3613512,-81.4825884
Ribault Monument,park,30.3881995,-81.4895139
Sacred Heart Convent,school,30.2436434,-81.7436753
Technical High School,school,30.3291281,-81.6956527
Trinity Academy,school,30.2827406,-81.5420343
Edward Waters University,school,30.3450461,-81.6848061
Palm Avenue Exceptional Child Center,school,30.2716282,-81.7723217
Youth Development Program,school,30.3544058,-81.6670408
Adolescent Residential Treatment,school,30.2646849,-81.5750911
Alden Road Exceptional Center,school,30.2688516,-81.5750911
Southside Skills Center,school,30.2705181,-81.5967587
Southside Estates Elementary School,school,30.3002403,-81.5542573
Brooks Rehabilitation Hospital,hospital,30.2902563,-81.6011984
Luther Rice Seminary/Bible College,school,30.2802399,-81.6498167
Ark Christian School,school,30.2202407,-81.6081473
Gerber Childrens Center,school,30.2494071,-81.6206483
Saint Martins Early Learning Center,school,30.4302039,-81.6756535
Grace Christian School,school,30.2635736,-81.6067309
Jacksonville Country Day School,school,30.2752405,-81.5598128
Childrens Small World School,school,30.2827402,-81.6006479
Hendricks Memorial Methodist Day School,school,30.2835734,-81.6206488
Southside Estates Academy,school,30.2873023,-81.5517776
Christian Heritage Academy,school,30.2845585,-81.6030666
Holy Cross Lutheran School,school,30.3235733,-81.5631468
Christ the King Catholic School,school,30.3256721,-81.5874355
All Saints Early Learning Child Care School,school,30.2778227,-81.6494602
Murray Hill Baptist Church Kindergarten,school,30.3094084,-81.7204818
Jacksonville Christian Academy,school,30.2648114,-81.8584696
Oak School of Learning,school,30.3280172,-81.6559288
Duval Christian School,school,30.331628,-81.7089867
Woodstock Park Baptist Child Development School,school,30.3480167,-81.7164874
Summerhill Childrens Center,school,30.2544061,-81.7737104
West Meadows Christian Academy,school,30.2780169,-81.8214907
Learning Tree Preschool Center,school,30.2707956,-81.6498165
Thomas Jefferson Playground,park,30.3274211,-81.7881811
Whitehouse Park,park,30.3105165,-81.842881
John D Liverman Park,park,30.3050737,-81.7560114
Halfmoon Park,park,30.5607929,-81.6173194
Exchange Club Park,park,30.3255175,-81.6164826
Greenland Park,park,30.1569085,-81.5428657
POW/MIA Memorial Park,park,30.229725,-81.8908622
Fretwell Park,park,30.2240104,-81.8964326
Gregory Community Park,park,30.2602394,-81.7773218
Duval County Paupers Cemetery,grave_yard,30.3838497,-81.7039874
School of the Resurrection,school,30.360795,-81.6023158
Timucuan Ecological and Historical Preserve,park,30.4674614,-81.4514775
Big Talbot Island State Park,park,30.4835724,-81.4400884
Branan Field Mitigation Park Wildlife and Environmental Area,park,30.1919062,-81.8656578
Nassau River-St Johns River Marshes State Aquatic Preserve,park,30.4388502,-81.5023123
Specialty Hospital Jacksonville,hospital,30.27148,-81.61587
Blessed Trinity Catholic School,school,30.2833789,-81.542104
Coral Ridge Baptist Church Seminary,school,30.2917453,-81.5046512
Crystal Springs Elementary School,school,30.3003,-81.799329
Faith United Methodist Church School,school,30.284933,-81.621824
New Beginnings Christian Academy,school,30.3123662,-81.7630524
Grace Lutheran School,school,30.359402,-81.494546
Harvest Community School,school,30.2874599,-81.5610275
Saint Peters Episcopal Church Preschool,school,30.247066,-81.712824
Ten Broeck Hospital Jacksonville,hospital,30.2901371,-81.5973748
North Pulaski High School,school,34.8842522,-92.1588513
Pathfinder School,school,34.8842558,-92.0920899
Homer Adkins Elementary School,school,34.8394204,-92.1371452
Pinewood Elementary School,school,34.8848091,-92.0929255
Tolleson Elementary School,school,34.8808214,-92.1560767
Warren Dupree Elementary School,school,34.8826087,-92.1155018
Little Rock Air Force Base - Military Police,police,34.9044508,-92.1519804
Victory Christian Day Care Center,kindergarten,30.4279324,-81.6944451
Saint Andrew Missionary Baptist Church Child Care Center,kindergarten,30.3704746,-81.7060066
Little Winners Child Care Center,kindergarten,30.2666075,-81.7644159
Dunns Creek Baptist Church Day Care Center,kindergarten,30.485326,-81.592337
Jacksonville Sheriff's Office,police,30.3253723,-81.6520118
Jacksonville Housing Police,police,30.3387808,-81.6663368
Onslow County Sheriff's Office,police,34.7518022,-77.4309201
North Carolina State Highway Patrol,police,34.7467386,-77.4558953
Jacksonville Police Department,police,34.7538393,-77.4295475
Wolf Bay,park,30.4746825,-81.6328745
Publix,supermarket,30.21929,-81.5529161
Jacksonville Christian Academy,school,33.8049277,-85.7728124
Jacksonville State University Police Department,police,33.8201295,-85.7690829
Hy-Vee,supermarket,39.7212522,-90.2522285
Brookshire Brothers,supermarket,31.966231,-95.2736521
MCX Main Exchange,supermarket,34.6747404,-77.3403423
Super Gallo Supermercado,supermarket,31.9540639,-95.2675439
Ray's Food Place,supermarket,42.3161862,-122.965094
Historic Jackson County Jail,police,42.3146992,-122.9648312
Publix,supermarket,30.2643031,-81.5264267
Raz's Corner Store,supermarket,30.4642412,-81.5853411
Publix,supermarket,30.2139587,-81.5179901
Winn-Dixie,supermarket,30.259861,-81.643943
Food Lion,supermarket,34.7981975,-77.4368521
Chaffee Trail Elementary School,school,30.2790266,-81.8523198
Jacksonville Theological Baptist Seminary,school,30.309204,-81.714078
Walmart Supercenter,supermarket,30.2847567,-81.4626708
The Fresh Market,supermarket,30.323893,-81.6719187
Grassroots Natural Market,supermarket,30.3140257,-81.6817725
Save A Lot Food Stores,supermarket,30.2991882,-81.7651498
Walmart Supercenter,supermarket,30.3016231,-81.7583761
Publix,supermarket,30.2970323,-81.7756061
Publix,supermarket,30.2800739,-81.7176679
Trinity Christian Academy,school,30.3107529,-81.7965986
La Grand Parada - Food Store,supermarket,30.2949522,-81.6111416
African Market,supermarket,30.2950587,-81.6116673
Walmart Neighborhood Market,supermarket,34.8009868,-77.4155143
Walmart Neighborhood Market,supermarket,30.185352,-81.609265
Walmart Neighborhood Market,supermarket,30.353664,-81.56233
Walmart Neighborhood Market,supermarket,30.271548,-81.757048
Walmart Supercenter,supermarket,30.4503575,-81.7066673
Walmart Supercenter,supermarket,30.177358,-81.625278
Publix,supermarket,30.1944494,-81.7438604
ALDI,supermarket,30.1933345,-81.5484985
Walmart Neighborhood Market,supermarket,30.2192574,-81.5594199
Jacksonville College,school,31.965895,-95.2809282
Nixon Library Pavilion,park,34.8669653,-92.1162307
Winn-Dixie,supermarket,30.2174641,-81.5183121
Holy Family Catholic School,school,30.217306,-81.5555064
Deermeadows Preschool,school,30.2179322,-81.5566258
Patel Brothers,supermarket,30.2219168,-81.5596174
Chappell Schools,kindergarten,30.3206734,-81.674966
The Learning Experience,kindergarten,30.2138423,-81.5511762
Bright Horizons at the Avenues,kindergarten,30.1915165,-81.5558336
Eagle's View Academy,school,30.3132426,-81.7775473
IGA,supermarket,30.3231219,-81.7887663
Oriental Market,supermarket,30.1833669,-81.6087339
Kiddie Academy of Saint Johns,kindergarten,30.1051801,-81.4827178
Winn-Dixie,supermarket,30.3068246,-81.8468289
Industry West,factory,30.2728047,-81.8859181
Sprouts Farmers Market,supermarket,30.2535379,-81.5338863
Publix,supermarket,30.2541903,-81.4648628
Cambodian Oriental Store,supermarket,30.3100798,-81.7159273
Jacksonville Sheriff Office,police,30.4283843,-81.6614077
Winn-Dixie,supermarket,30.3103726,-81.7352788
Tarawa Terace II Elementary School,school,34.7400037,-77.3704248
Bitz Intermediate School,school,34.6884117,-77.3595546
Brewster Middle School,school,34.7028483,-77.3558965
Saint Catherine's Episcopal Preschool,kindergarten,30.2888481,-81.7279161
Publix,supermarket,30.246836,-81.7751553
Publix,supermarket,30.4855731,-81.6049406
Winn-Dixie,supermarket,30.37112,-81.665491
Publix,supermarket,30.2854042,-81.4364952
Publix,supermarket,30.3186504,-81.4612667
Publix,supermarket,30.3621396,-81.5012652
Publix,supermarket,30.3123756,-81.6016723
Publix,supermarket,30.3509665,-81.5488569
Publix,supermarket,30.3536155,-81.5791123
Highway Patrol Station,police,30.2978637,-81.7690699
